Function,Actions,Memory,AvgRuntime,Cost,CloudObjects
generate_formulas,84,512,4.258789442619047,0.0030407756620300006,2688
get_formulas_number_per_chunk,32,512,1.9554041190625,0.0005318699203849999,0
store_formulas_segments,32,512,3.1353985362500003,0.0008528284018600002,256
store_formula_to_id_chunk,1,1536,4.09773993,0.00010449236821500001,1
calculate_peaks_chunk,256,2048,6.761765015234375,0.05885440269259998,256
